,cu_local_no,cu_established_no,cu_alcohol_no,cu_bakery_no,cu_dairy_no,cu_flower_no,cu_fuel_no,cu_garden_no,cu_grocery_no,cu_meat_no,cu_misc_no,cu_natural_prod_no,cu_packaged_no,cu_pharmaceutical_no,cu_prepared_no,cu_restaurant_no,cu_salad_no,cu_seafood_no,cu_skin_no,cu_travel_no,cu_vegetable_no,customer_id,no_of_tran,no_of_days,qty,max_sp,min_sp,avg_sp,max_od,min_od,avg_od,max_cd,min_cd,avg_cd
141,21,215,0,2,5,1,0,0,121,0,0,1,5,69,2,0,0,0,30,0,0,868,236,86,278,818.9,17.81,123.2649153,0,-374.01,-13.00868644,0,0,0
142,440,1440,7,27,11,7,100,0,1176,17,1,47,47,392,12,0,0,12,24,0,0,832,1880,234,1122561,1603.26,11.75,187.7869894,0,-427.44,-18.11840957,0,0,0
143,355,498,0,6,59,1,0,0,540,12,1,94,12,114,2,0,0,9,3,0,0,1101,853,141,1172,712.4,3.21,88.72590856,0,-430.65,-14.07181712,0,-89.05,-0.435967175
144,148,416,0,12,21,0,18,0,360,10,0,54,34,37,16,0,0,2,0,0,0,912,564,82,172402,1258.81,11.75,144.7607801,0,-624.06,-24.47593972,0,-259.67,-1.73108156
145,294,805,0,17,2,0,24,0,841,37,0,35,96,35,9,0,2,0,0,1,0,149,1099,99,137006,1246.7,3.92,85.90592357,0,-355.84,-18.19545951,0,-35.62,-0.072920837
146,693,672,60,5,2,1,0,10,948,43,3,68,76,131,8,0,1,8,1,0,0,153,1365,186,1501,426.73,6.06,59.16925275,0,-248.98,-10.91858608,0,-106.86,-1.845421245
147,84,402,0,0,0,0,0,0,395,4,1,3,66,13,4,0,0,0,0,0,0,788,486,21,643,497.97,6.41,97.23711934,0,-178.1,-18.97746914,0,0,0
148,198,1126,0,11,2,0,9,0,1000,16,0,55,99,125,5,0,1,1,0,0,0,691,1324,87,99027,2207.02,7.12,118.391216,0,-284.6,-22.47267372,0,-89.05,-0.169486405
149,234,791,0,86,6,4,17,5,600,52,1,74,87,52,31,0,0,4,6,0,0,1409,1025,110,243920,1851.88,7.12,151.9764488,0,-305.62,-22.66541463,0,-35.62,-0.099043902
150,236,728,0,3,28,0,0,0,752,4,11,78,7,38,25,0,0,18,0,0,0,12,964,84,113464,1337.53,10.69,140.2123548,0,-391.82,-19.00901452,0,-53.43,-1.239657676
151,328,1678,0,37,90,3,0,1,1097,25,11,207,18,442,40,0,0,26,9,0,0,799,2006,96,15026,1156.58,3.56,121.6211416,0,-189.85,-9.483040877,0,0,0
152,171,871,0,4,1,0,0,1,622,27,0,29,81,271,1,0,0,5,0,0,0,1022,1042,130,1508,1352.85,7.12,160.9848656,0,-510.08,-24.04579655,0,-89.05,-0.789299424
153,509,2152,0,12,7,2,20,0,1824,19,4,77,49,622,19,1,0,1,2,2,0,1566,2661,89,282396,3561.29,3.21,111.6388087,0,-160.29,-12.31151447,0,-177.39,-0.559928598
154,176,376,2,8,0,0,10,0,445,7,0,5,28,29,12,0,0,5,1,0,0,348,552,85,76843,1068.6,10.69,92.82516304,0,-414.62,-17.82384058,0,-35.62,-0.200054348
155,226,391,0,2,2,0,33,0,407,30,1,39,27,62,0,0,0,14,0,0,0,11,617,89,280268,3680.26,9.26,198.374765,0,-1101.01,-25.68517018,0,-569.92,-4.416418152
156,229,279,0,8,3,1,13,0,344,3,0,8,6,121,0,0,0,1,0,0,0,229,508,132,98258,1781,3.56,129.4718898,0,-297.78,-9.874370079,0,-89.05,-0.315531496
157,224,568,0,24,3,0,23,0,559,18,1,62,32,58,7,0,0,3,2,0,0,1339,792,85,308725,2279.68,16.03,136.8407449,0,-558.88,-17.15181818,0,-391.46,-1.39780303
158,50,273,0,28,31,0,3,0,183,3,1,6,2,45,19,0,0,2,0,0,0,1395,323,42,56462,1591.5,8.9,121.035418,0,-293.86,-16.74934985,0,-35.62,-0.110278638
159,501,988,0,29,0,0,2,0,1157,34,6,25,128,93,3,0,0,10,0,2,0,557,1489,116,43303,990.24,7.12,87.29373405,0,-398.94,-20.03666219,0,-35.62,-0.023922095
160,367,627,0,59,2,2,8,2,744,27,17,20,37,52,9,0,0,12,3,0,0,1496,994,101,253054,1440.83,3.56,101.4712877,0,-1601.83,-31.6856338,0,-248.98,-4.087303823
161,470,396,1,14,1,1,19,0,699,17,0,30,22,56,2,0,0,3,1,0,0,754,866,136,241023,3561.64,8.55,119.7441109,0,-366.17,-29.33584296,0,-102.94,-0.324526559
162,403,1448,0,7,9,0,106,0,1151,32,1,33,97,403,10,0,0,1,1,0,0,1103,1851,153,1060691,1531.3,11.75,122.2786764,0,-355.84,-13.19083198,0,-71.24,-0.163571043
163,876,1156,2,17,3,2,0,0,1633,31,3,36,121,174,2,0,0,3,5,0,0,619,2032,123,2924,996.65,6.06,98.35430118,0,-355.84,-16.90809055,0,-89.05,-0.131471457
164,496,1933,8,9,330,5,11,2,1541,11,1,84,97,274,21,0,0,17,17,0,1,1252,2429,86,216470,2064.89,3.56,122.1404076,0,-234.02,-17.09151914,0,-89.05,-0.179633594
165,158,1138,3,42,72,2,0,0,817,11,1,136,35,152,17,0,0,2,6,0,0,1007,1296,106,1643,1092.11,5.34,110.6392747,0,-225.12,-10.33462191,0,-19.59,-0.030231481
166,359,281,0,17,0,1,10,0,421,15,8,53,22,45,37,0,0,9,1,0,1,1348,640,109,170876,2314.94,3.56,105.8984219,0,-208.38,-16.56773437,0,0,0
167,676,820,1,28,11,1,9,0,1188,31,0,61,60,83,6,0,0,16,1,0,0,667,1496,161,68925,1281.96,6.41,69.5494385,0,-212.65,-15.60345588,0,-35.62,-0.125
168,265,656,0,6,9,0,0,0,690,25,0,28,78,65,1,0,7,12,0,0,0,383,921,66,1077,764.05,6.06,82.37705755,0,-463.42,-14.80313789,0,-71.24,-0.115635179
169,503,898,1,9,29,0,48,0,867,31,2,108,88,170,8,0,0,21,19,0,0,874,1401,113,638480,1531.66,8.19,133.888344,0,-978.48,-26.92294076,0,-89.05,-0.513568879
170,180,790,0,8,7,0,0,0,710,63,1,51,22,86,17,0,0,1,4,0,0,205,970,83,1351,1056.13,17.45,121.0944948,0,-468.05,-17.79565979,0,-89.05,-2.212082474
171,341,1020,1,13,1,6,28,0,941,39,2,22,25,262,7,1,0,2,11,0,0,546,1361,135,269469,1175.46,8.9,116.8898677,0,-569.21,-14.12887583,0,-44.52,-0.099448935
172,879,988,4,8,3,1,7,0,1600,23,0,13,51,146,2,0,0,6,3,0,0,481,1867,243,55948,1068.6,5.34,59.74174076,0,-133.93,-7.614386717,0,-177.74,-0.725752544
173,233,715,3,4,17,1,20,0,650,3,1,22,23,164,6,0,0,7,27,0,0,1377,948,156,242635,1781,7.12,141.4261181,0,-248.63,-18.25650844,0,0,0
174,287,382,0,26,0,0,3,0,584,1,2,6,16,29,2,0,0,0,0,0,0,143,669,53,32298,997.36,11.75,79.67647235,0,-178.81,-17.96139013,0,-19.59,-0.095844544
175,216,666,3,5,1,1,3,0,687,15,0,37,73,42,7,0,0,5,3,0,0,1123,882,94,14940,626.56,3.56,95.12659864,0,-284.96,-15.10384354,0,0,0
176,897,546,0,3,4,2,14,0,1177,49,1,65,50,55,8,0,0,12,3,0,0,144,1443,96,198921,1591.86,7.12,94.85461538,0,-167.06,-9.515446985,0,-53.43,-0.037027027
177,564,2090,0,9,28,1,57,1,2089,30,2,55,155,211,5,0,0,11,0,0,0,566,2654,137,736033,1692.66,3.56,115.8593708,0,-249.34,-15.61888093,0,-366.53,-2.350173323
178,120,397,0,7,0,1,25,0,374,5,0,9,41,55,0,0,0,0,0,0,0,643,517,138,354180,1691.95,7.12,176.7441006,0,-534.3,-19.98998066,0,0,0
179,217,448,2,11,2,0,1,0,534,15,1,14,32,31,12,0,0,10,0,0,0,1526,665,73,37043,2260.45,12.11,130.3601654,0,-501.53,-13.81031579,0,0,0
180,262,766,0,8,26,0,6,0,871,7,1,30,20,49,4,0,0,5,1,0,0,265,1028,81,83781,1837.28,3.56,84.08999027,0,-269.29,-23.99413424,0,-106.5,-2.785107004
181,257,249,0,7,0,0,5,0,404,4,0,23,10,52,0,0,0,1,0,0,0,429,506,74,57944,1247.06,12.11,90.77513834,0,-390.04,-22.98411067,0,-89.05,-0.844743083
182,1107,1629,1,31,5,1,1,0,2332,25,1,30,121,167,9,0,3,7,0,2,0,1023,2736,195,12260,1064.33,3.56,74.64107822,0,-398.94,-17.11302632,0,-89.05,-0.182916667
183,326,1650,1,51,126,0,0,0,1202,30,5,159,18,266,74,0,14,21,9,0,0,1460,1976,212,3362,3759.69,0.71,136.3900455,0,-641.16,-21.9094585,0,-89.05,-0.185490891
184,62,226,0,12,0,0,0,0,171,3,0,28,10,52,9,0,1,2,0,0,0,1262,288,69,443,533.94,16.03,96.68315972,0,-297.78,-30.011875,0,0,0
185,241,723,0,14,3,1,1,0,766,19,0,34,72,49,5,0,0,0,0,0,0,704,964,58,19908,1781,12.11,110.8556743,0,-437.41,-21.26736515,0,-89.05,-0.415684647
186,197,586,1,5,3,0,11,0,537,46,0,34,45,96,4,0,0,1,0,0,0,1578,783,37,107107,1531.66,13.54,104.7502682,0,-514.35,-18.6255811,0,-89.05,-0.980357599
187,132,554,8,29,0,4,6,2,441,11,1,50,10,93,24,1,1,4,1,0,0,374,686,96,65873,1138.42,17.1,171.9264431,0,-624.06,-23.57609329,0,-89.05,-0.259620991
188,107,702,0,1,80,0,0,0,458,0,4,49,4,208,5,0,0,0,0,0,0,746,809,71,1094,1388.11,13.89,121.7454017,0,-213.01,-8.920049444,0,0,0
189,348,1235,0,4,2,0,31,0,1056,27,5,7,75,375,1,0,0,0,0,0,0,828,1583,208,278048,2146.1,3.56,135.2145546,0,-1068.6,-21.5495199,0,-89.05,-0.087757423
190,688,1456,3,22,6,1,0,1,1768,28,3,64,55,165,19,0,2,3,4,0,0,231,2144,159,2611,2135.78,1.78,73.25248601,0,-1388.11,-14.56305504,0,-142.12,-0.332108209
191,303,1694,1,11,226,2,32,1,1311,8,1,130,74,155,27,0,2,4,11,1,0,1146,1997,193,511539,1717.95,0.71,124.8134051,0,-201.97,-14.43515774,0,-117.19,-0.328197296
192,75,339,1,6,0,1,20,0,255,3,0,55,2,63,8,0,0,0,0,0,0,506,414,79,166530,995.22,17.81,146.7902657,0,-390.04,-19.73200483,0,-89.05,-0.731328502
193,227,642,0,6,4,0,1,0,541,12,0,8,54,239,1,0,0,0,3,0,0,1114,869,51,5053,1424.09,11.4,95.28647871,0,-390.04,-12.62301496,0,-89.05,-0.440644419
194,203,342,0,2,56,0,3,0,355,8,0,11,14,87,6,0,0,2,1,0,0,1390,545,86,31641,1281.96,17.81,91.87655046,0,-284.96,-22.28816514,0,-35.62,-0.130715596
195,375,1329,0,32,3,2,31,0,1279,35,2,45,123,150,0,0,0,2,0,0,0,638,1704,155,219118,1500.31,8.9,113.2447946,0,-712.4,-24.69782864,0,-89.05,-0.70528169
196,147,511,2,6,20,0,5,0,483,8,0,58,22,37,13,0,0,4,0,0,0,1403,658,66,53467,2849.24,11.75,113.1121277,0,-320.58,-11.20343465,0,0,0
197,239,861,0,119,57,3,2,1,578,21,4,88,21,155,42,0,0,1,6,0,2,997,1100,166,7334,783.28,9.26,101.6610455,0,-179.52,-9.599581818,0,-71.24,-0.161909091
198,215,126,0,5,1,0,7,0,286,0,0,1,4,33,0,0,0,0,4,0,0,855,341,65,78143,3097.87,13.89,225.0606452,0,-3097.87,-70.07219941,0,-160.29,-4.277507331
199,70,357,0,12,8,0,0,0,301,6,0,25,10,56,6,1,0,2,0,0,0,615,427,83,583,1067.89,15.67,147.3128103,0,-160.29,-12.40601874,0,0,0
200,481,515,0,9,1,1,6,0,794,40,1,27,66,29,7,0,2,12,1,0,0,744,996,77,35203,853.46,7.12,82.75662651,0,-489.78,-16.47582329,0,0,0
201,165,650,0,6,4,0,21,0,670,14,0,25,37,23,8,0,0,7,0,0,0,1567,815,95,311867,2137.2,7.12,124.2914969,0,-223.34,-23.98160736,0,-89.05,-0.957104294
202,275,395,0,8,1,0,4,0,521,18,0,14,42,59,3,0,0,0,0,0,0,742,670,109,58177,2797.95,7.12,92.07301493,0,-513.28,-19.89752239,0,-89.05,-0.318985075
203,197,665,0,9,7,0,0,0,627,18,1,31,47,111,1,0,0,1,9,0,0,1052,862,86,976,782.22,3.56,103.0319838,0,-159.22,-17.2349652,0,-277.48,-4.978932715
204,150,382,0,8,1,0,5,0,376,19,1,45,21,47,3,0,0,5,1,0,0,1480,532,43,31514,890.5,0.71,116.0630075,0,-440.98,-25.09864662,0,-334.12,-1.803778195
205,693,1864,0,29,29,1,6,0,1943,64,19,151,131,137,23,0,0,18,6,0,0,250,2557,158,315932,2011.46,8.9,117.9559523,0,-712.04,-24.14785686,0,-106.86,-0.952545952
206,112,714,0,5,5,0,0,0,655,2,0,13,38,107,0,0,0,0,1,0,0,652,826,45,1029,961.38,8.9,84.59414044,0,-372.23,-13.15044794,0,-89.05,-0.379043584
207,299,451,0,17,38,1,153,0,409,4,0,20,20,54,29,0,0,5,0,0,0,490,750,203,2617544,2308.18,11.75,387.71792,0,-148.89,-16.68652,0,-213.72,-1.021106667
208,192,256,0,7,14,0,1,0,333,0,0,60,0,28,1,0,0,3,1,0,0,1029,448,87,4722,362.26,7.12,73.78042411,0,-129.3,-13.59662946,0,-71.24,-0.504888393
209,175,912,1,11,87,1,17,0,761,22,19,37,21,86,14,0,0,6,4,0,0,753,1087,97,528974,1781,11.75,165.1023183,0,-153.17,-12.25266789,0,-35.62,-0.221177553
210,73,263,1,8,3,0,1,0,230,13,0,7,19,52,0,0,0,2,0,0,0,251,336,76,11875,3561.64,13.18,119.6870833,0,-312.03,-16.30458333,0,-89.05,-0.265029762
211,218,354,0,3,0,2,25,0,445,18,0,1,40,35,3,0,0,0,0,0,0,69,572,87,204355,3562,8.9,210.1212937,0,-3120.31,-71.10045455,0,-356.2,-2.668391608
212,129,751,0,19,4,0,0,0,722,8,0,14,29,55,23,0,0,6,0,0,0,545,880,31,1106,3561.64,12.11,101.3192273,0,-1068.6,-12.71181818,0,-17.81,-0.020238636
213,79,865,0,10,1,1,0,0,742,13,0,21,85,55,9,0,0,1,6,0,0,664,944,55,1075,1281.96,7.12,123.9387924,0,-266.08,-15.07334746,0,-35.62,-0.235836864
214,111,126,1,10,0,0,0,0,185,0,0,1,9,27,3,0,0,0,1,0,0,1050,237,64,306,708.48,13.89,98.27603376,0,-312.03,-16.65556962,0,-89.05,-0.751476793
215,203,445,0,2,0,0,25,0,452,9,0,19,84,53,0,0,0,4,0,0,0,428,648,86,399714,2710.68,26.36,212.9179475,0,-372.23,-26.52865741,0,-89.05,-0.417762346
216,39,564,0,9,26,1,19,0,373,0,1,14,23,126,5,0,1,0,5,0,0,50,603,126,215806,1359.62,9.97,142.4024544,0,-341.6,-11.87623549,0,0,0
217,194,412,0,1,0,0,0,0,459,28,0,11,70,25,7,0,0,3,1,1,0,85,606,77,748,853.81,7.12,86.00770627,0,-446.67,-15.16128713,0,-89.05,-0.205726073
218,176,296,0,2,5,0,1,0,371,5,0,9,31,41,0,3,1,2,1,0,0,169,472,31,4259,520.41,12.11,99.13883475,0,-426.37,-20.4342161,0,-19.59,-0.041504237
219,150,1156,0,5,0,5,40,0,975,9,0,46,38,174,0,0,0,0,13,1,0,1427,1306,95,601864,2208.44,12.47,152.1667381,0,-250.76,-14.94125574,0,-39.18,-0.080459418
220,27,93,0,0,0,0,0,0,78,1,0,4,5,28,2,0,0,2,0,0,0,171,120,39,196,1068.24,10.69,139.1440833,0,-297.78,-14.14408333,0,0,0
221,379,1305,1,25,19,3,3,3,1231,37,2,59,94,181,13,0,0,12,1,0,0,655,1684,98,31940,1780.29,10.33,101.7536639,0,-284.96,-13.62596793,0,-95.82,-0.078052257
222,74,959,0,16,4,1,0,0,762,16,0,54,17,148,5,0,0,1,9,0,0,936,1033,190,1160,498.32,12.11,102.4379574,0,-249.34,-14.67765731,0,-26.71,-0.058615682
223,360,798,0,8,21,0,0,0,941,17,1,49,23,73,21,0,0,1,3,0,0,787,1158,39,1527,890.14,10.69,91.43262522,0,-506.87,-23.05905872,0,-102.94,-1.405414508
224,188,690,0,42,23,0,0,0,590,8,2,107,28,50,26,0,0,2,0,0,0,538,878,49,1072,854.17,11.75,112.0115034,0,-367.6,-10.83601367,0,0,0
225,70,442,0,34,30,0,0,0,352,1,0,45,6,21,22,1,0,0,0,0,0,860,512,98,552,605.18,12.11,107.0872461,0,-96.17,-14.14046875,0,0,0
226,769,893,1,7,174,0,4,0,1165,4,1,54,70,108,5,0,0,27,42,0,0,865,1662,90,45174,1040.1,11.75,93.62032491,0,-281.04,-13.55975933,0,-35.62,-0.042864019
227,246,768,0,17,34,0,19,0,758,11,1,32,27,83,23,0,0,7,2,0,0,427,1014,137,175939,995.94,5.34,112.161144,0,-249.34,-15.23680473,0,-89.05,-1.28918146
228,721,951,0,39,7,0,11,0,1260,47,2,90,127,81,6,0,0,2,0,0,0,878,1672,187,113160,1389.18,10.69,96.59972488,0,-595.57,-23.54297847,0,-191.99,-0.958450957
229,242,1742,0,12,7,0,0,0,1452,19,1,46,127,303,7,0,0,2,8,0,0,228,1984,118,2446,712.04,7.12,100.0638004,0,-463.06,-13.26382056,0,-117.19,-1.124072581
230,204,749,0,17,10,1,30,0,652,8,0,64,45,98,8,0,0,7,13,0,0,687,953,121,466778,1887.86,12.11,127.0088772,0,-355.84,-17.76801679,0,-35.62,-0.153242392
231,21,247,0,3,0,6,2,1,164,50,3,28,1,6,4,0,0,0,0,0,0,1069,268,59,19701,6830.49,24.58,375.3748134,0,-391.46,-8.607238806,0,0,0
232,165,373,0,3,0,1,0,1,378,12,0,4,31,101,3,0,0,2,2,0,0,86,538,99,778,1242.43,8.9,103.0963383,0,-296.71,-26.0305948,0,-80.14,-0.148959108
233,243,523,0,5,4,3,0,0,562,7,1,22,39,94,9,0,0,9,11,0,0,628,766,111,854,654.34,6.06,85.20536554,0,-381.13,-18.11300261,0,-71.24,-1.1904047
234,221,371,0,31,2,0,0,0,384,12,0,25,44,76,17,0,0,1,0,0,0,381,592,101,759,1068.24,8.9,97.24859797,0,-363.68,-21.71506757,0,-134.64,-0.407939189
235,1058,1579,0,22,16,1,11,1,2233,33,4,90,77,125,13,0,0,9,2,0,0,596,2637,101,91206,1834.43,3.56,69.45886993,0,-650.06,-19.22335229,0,-142.48,-0.383617747
236,231,403,0,29,8,0,11,0,440,52,2,19,42,17,13,0,0,1,0,0,0,87,634,119,107542,1097.1,7.12,101.4362461,0,-178.1,-18.20250789,0,-35.62,-0.056182965
237,385,844,0,19,0,0,0,0,989,28,0,21,78,87,3,0,0,2,1,1,0,518,1229,128,1454,1020.87,7.12,69.99295362,0,-463.06,-17.48445891,0,-248.98,-0.940772986
238,159,1311,0,13,7,1,52,0,972,6,1,45,78,275,13,0,0,2,5,0,0,450,1470,103,694650,1957.68,11.4,166.6534422,0,-705.28,-17.62812925,0,-142.48,-0.443183673
239,212,651,0,10,0,2,3,2,553,26,0,107,54,98,4,0,0,3,1,0,0,1334,863,78,44307,1603.97,17.81,100.0792352,0,-664.67,-21.60866744,0,-170.62,-0.856025492
240,365,517,0,4,2,0,27,0,658,16,1,25,95,48,0,0,0,6,0,0,0,132,882,101,209848,2482,6.06,151.6142744,0,-569.56,-24.77952381,0,-356.2,-3.69122449
241,205,1060,0,71,75,1,1,0,852,24,2,145,16,44,33,0,0,1,0,0,0,792,1265,82,21446,1959.1,8.55,90.50798419,0,-355.84,-16.32373123,0,-227.26,-0.350007905
242,171,470,2,3,2,0,4,0,528,8,1,9,44,34,3,0,0,3,0,0,0,437,641,83,35413,890.86,5.34,88.73280811,0,-205.53,-12.06338534,0,0,0
243,87,369,0,1,0,1,3,0,258,3,0,11,25,149,5,0,0,0,0,0,0,1302,456,79,18913,3561.29,13.18,146.2336623,0,-2137.2,-39.54190789,0,-89.05,-0.894407895
244,134,1234,0,0,0,0,0,0,1106,19,0,31,63,104,27,0,0,17,0,1,0,679,1368,52,1715,1626.77,9.97,114.8939327,0,-312.03,-16.62589181,0,0,0
245,769,1289,0,35,5,1,87,0,1484,30,1,38,46,282,14,0,1,26,8,0,0,470,2058,276,808768,1781,6.77,141.6696647,0,-1068.6,-16.69996599,0,-14.25,-0.01904276
246,190,799,0,13,2,3,0,2,729,4,0,23,33,160,9,0,1,5,4,1,0,951,989,78,1223,1068.24,10.33,109.8679373,0,-153.17,-15.33779575,0,-35.62,-0.484408493
247,118,673,0,5,0,0,0,0,665,8,0,7,31,72,1,0,0,0,2,0,0,886,791,53,966,505.45,17.45,100.406043,0,-226.9,-15.91185841,0,-71.24,-0.303957016
248,158,520,0,77,1,0,0,0,474,7,0,22,25,46,13,0,0,13,0,0,0,1340,678,39,893,533.94,11.75,114.4048968,0,-312.03,-19.64172566,0,-106.86,-0.619926254
249,126,475,0,5,1,0,0,0,410,4,1,14,23,121,3,0,0,0,18,1,0,1204,601,116,793,1032.62,10.69,111.057371,0,-148.89,-15.67447587,0,-89.05,-0.165956739
250,224,1114,1,23,29,1,11,0,1022,6,1,93,54,69,11,0,0,2,14,1,0,45,1338,108,146323,1882.87,6.41,123.4216517,0,-780.08,-28.43625561,0,-120.75,-3.828976084
251,137,594,0,3,11,2,13,0,528,1,1,32,50,73,15,0,0,2,0,0,0,179,731,67,110589,972.43,3.21,124.0659918,0,-165.99,-14.77908345,0,-71.24,-1.617222982
252,351,1934,1,14,18,24,69,3,1357,66,12,268,85,252,98,0,0,15,3,0,0,782,2285,225,923136,1949.48,3.56,161.3850678,0,-712.04,-11.35193435,0,-89.05,-0.346052516
253,77,701,0,19,15,0,0,0,578,22,8,44,18,68,5,0,0,0,0,1,0,814,778,79,884,355.84,8.9,75.49764781,0,-142.12,-10.59105398,0,-53.43,-0.547120823
254,103,579,0,5,0,2,0,0,447,4,0,3,42,169,9,0,0,0,1,0,0,761,682,70,886,1032.62,8.9,88.13272727,0,-286.74,-11.1116129,0,-277.48,-0.40686217
255,268,1135,0,21,8,0,0,0,1044,26,3,39,66,169,10,0,1,13,3,0,0,772,1403,96,1732,1424.44,7.12,95.09575196,0,-390.04,-15.49501069,0,-89.05,-0.347063435
256,344,974,0,1,1,2,56,0,880,0,16,10,61,277,4,0,0,3,7,0,0,8,1318,134,1334454,2777.29,1.78,227.2246965,0,-390.04,-23.52894537,0,-142.48,-5.01160091
257,84,438,0,8,3,0,1,1,329,3,1,38,18,95,18,0,0,0,7,0,0,413,522,58,12193,937.16,12.11,121.302069,0,-355.84,-14.20139847,0,-17.81,-0.034118774
258,261,637,0,2,5,1,12,0,664,15,0,35,49,91,10,0,0,12,2,0,0,544,898,116,120574,1165.84,10.69,111.2260134,0,-433.85,-24.69406459,0,-71.24,-0.208240535
259,377,656,0,0,4,0,11,0,776,26,67,6,33,48,17,0,0,45,0,0,0,575,1033,239,545851,1015.17,15.67,186.9050532,0,-640.45,-33.64758955,0,-26.71,-0.087928364
260,294,1426,0,21,0,0,16,0,1176,25,0,13,108,353,0,0,0,5,3,0,0,793,1720,116,160304,2181.72,10.69,147.9419593,0,-320.58,-18.83599419,0,-106.86,-0.575505814
261,82,92,0,26,0,0,0,0,116,10,0,3,8,11,0,0,0,0,0,0,0,505,174,53,205,302.41,8.9,74.88103448,0,-421.38,-22.79609195,0,0,0
262,458,937,0,17,4,1,0,0,1086,51,0,48,144,35,2,0,0,6,1,0,0,72,1395,86,1762,612.66,1.07,66.50519713,0,-704.21,-18.46268817,0,-35.62,-0.191519713
263,625,562,0,5,1,2,22,0,844,49,1,39,88,115,5,0,0,15,1,0,0,1570,1187,82,283064,3561.64,3.56,124.5057456,0,-724.51,-17.27300758,0,-35.62,-0.060016849
264,296,805,0,49,35,4,37,1,656,5,8,91,26,148,23,0,0,12,6,0,0,155,1101,148,475721,1388.82,13.89,146.2915441,0,-351.57,-15.21231608,0,-35.62,-0.245867393
265,152,307,1,1,10,0,0,0,371,43,0,7,15,8,1,0,0,1,1,0,0,286,459,52,639,533.94,5.34,104.9262309,0,-168.84,-11.04816993,0,-12.47,-0.027167756
266,40,350,0,11,0,0,0,0,248,15,1,51,3,53,5,0,0,0,3,0,0,1497,390,76,519,2278.26,17.45,118.8285128,0,-160.29,-12.86505128,0,0,0
267,361,1517,0,11,2,5,17,8,991,28,0,36,78,631,9,0,1,3,53,1,4,1441,1878,121,152792,1660.6,2.49,135.613967,0,-780.08,-30.4113951,0,-178.1,-1.636443024
268,121,654,0,6,0,0,31,0,457,3,1,8,24,238,3,0,0,0,3,1,0,1028,775,98,261066,1424.8,7.12,156.3812774,0,-223.34,-22.66887742,0,-89.05,-0.216025806
269,239,1212,0,4,1,0,27,0,1101,11,0,35,81,159,12,0,0,6,14,0,0,871,1451,110,372903,1814.13,3.56,133.9166919,0,-284.96,-16.39685045,0,-178.1,-0.648070296
270,66,407,0,4,0,0,0,0,315,17,1,39,55,42,0,0,0,0,0,0,0,1433,473,119,693,1068.6,12.11,108.7868288,0,-936.09,-34.59200846,0,-89.05,-0.892367865
271,96,672,0,13,14,0,0,0,503,0,1,16,21,153,34,0,4,8,1,0,0,616,768,55,947,890.14,10.33,122.1657031,0,-141.77,-10.0124349,0,-53.43,-0.069570313
272,240,718,1,12,15,0,6,0,631,33,0,36,41,167,10,0,0,6,0,0,0,633,958,109,44305,1256.32,11.75,103.1740501,0,-398.23,-16.14929019,0,-71.24,-0.189624217
273,269,2324,0,49,106,6,10,1,2017,16,1,50,45,279,6,0,0,6,1,0,0,1115,2593,331,115978,1531.3,0.36,77.80854609,0,-1602.54,-23.7864327,0,-178.1,-1.385896645
274,108,334,0,10,1,1,1,0,257,3,0,51,34,70,0,0,0,12,2,0,0,337,442,59,7202,1032.62,3.56,106.5357014,0,-498.32,-34.16662896,0,-71.24,-0.483529412
275,139,606,0,3,4,0,19,0,557,12,0,16,18,101,2,0,0,0,13,0,0,714,745,133,167787,1247.41,10.69,128.0108591,0,-288.52,-15.27595973,0,-89.05,-0.119530201
276,61,412,0,6,20,0,10,0,298,4,1,18,3,98,6,0,0,0,9,0,0,41,473,98,93037,3558.44,8.9,134.4686469,0,-516.13,-19.13976744,0,-117.19,-0.289175476
277,347,451,0,3,0,2,10,0,564,38,0,39,99,41,1,0,0,0,1,0,0,519,798,151,55488,1140.2,7.84,99.41714286,0,-213.01,-21.09877193,0,-35.62,-0.267819549
278,230,766,0,46,89,0,16,0,614,19,4,101,30,69,8,0,0,0,0,0,0,246,996,104,136604,6270.19,8.9,131.5976305,0,-533.94,-16.55855422,0,-89.05,-0.498885542
279,309,960,1,12,1,0,27,1,961,14,2,38,89,109,6,0,0,2,6,0,0,1493,1269,103,329949,1246.7,11.75,102.5178014,0,-178.1,-16.56424744,0,-266.79,-0.808959811
280,307,698,3,6,10,0,4,0,734,9,0,17,156,55,6,0,0,4,1,0,0,762,1005,64,12889,427.8,7.12,56.07845771,0,-163.14,-18.2760199,0,-35.62,-0.088606965
281,237,551,1,7,2,0,3,0,582,14,0,28,51,78,1,0,0,20,1,0,0,1530,788,35,16832,2217.34,11.75,87.02270305,0,-446.67,-17.925,0,-142.12,-0.843946701
282,208,816,0,1,1,0,1,0,778,14,0,20,70,137,0,0,0,2,0,0,0,281,1024,80,4641,1423.02,5.34,87.6046875,0,-153.17,-13.89714844,0,0,0
283,171,558,0,17,5,0,3,0,510,5,0,21,27,131,2,0,0,6,2,0,0,1134,729,71,42952,1437.27,8.9,111.1994376,0,-248.27,-14.68899863,0,-35.62,-0.085500686
284,400,608,6,34,14,0,9,1,693,21,0,67,75,61,12,0,1,12,0,2,0,649,1008,105,66717,1032.98,2.49,92.00431548,0,-177.74,-14.1269246,0,-53.43,-0.269980159
